date,close,high,low,open,volume,ticker,day_of_week,day_of_month,week_of_year,month,quarter,year,is_month_start,is_month_end,is_week_start,is_week_end,close_lag_1,close_lag_2,close_lag_3,close_lag_5,close_lag_10,high_lag_1,high_lag_2,high_lag_3,high_lag_5,high_lag_10,low_lag_1,low_lag_2,low_lag_3,low_lag_5,low_lag_10,volume_lag_1,volume_lag_2,volume_lag_3,volume_lag_5,volume_lag_10,future_return_1d,future_return_2d,future_return_5d,future_return_10d,past_return_1d,past_return_2d,past_return_5d,past_return_10d,daily_range,daily_range_abs,gap,close_to_open,close_to_high,close_to_low,volatility_5d,volatility_10d,volatility_21d,atr_5d,atr_10d,atr_21d,momentum_5d,momentum_10d,momentum_21d,volume_change_5d,volume_change_10d,volume_change_21d,close_to_ma_5d,close_to_ma_10d,close_to_ma_21d,volume_change_rate
2010-03-11,-0.5049933598851444,-0.5051204952597306,-0.5105587869517361,-0.5090643958633155,1.0339307860921694,AAPL,0.5,-0.3333333333333333,-0.6538461538461539,-0.6666666666666666,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.6764070641913887,-0.683670515459783,-0.6841466687320231,-0.6862892576293902,-0.7175099973605177,-0.6714261497522751,-0.6792822667417152,-0.6856144483866483,-0.6857281076747226,-0.7167038581643216,-0.6810140441588712,-0.6824966805072593,-0.683358657069603,-0.687357906796464,-0.7165684530277018,-0.7022815956533536,-0.7022815956533536,-0.7022815956533536,-0.702237718906354,-0.702237718906354,0.21916400986723988,-0.360713249079235,-0.22709164112858618,-0.10357008270116365,-0.04881112576643614,-0.09215445383978925,-0.143797534767546,-0.16903838571921315,-0.6116252250198213,-0.3943770027099451,-0.10387464853198973,0.4163493415709531,0.6178271873179416,0.17480475987445426,-1.2809244566118236,-1.5354613946960995,-1.8768452126419646,-0.46750957862657955,-0.481471982497073,-0.5269441789379434,-0.143797534767546,-0.16903838571921315,-0.21560488177742043,0.12800396780057488,0.16678353226323986,0.21397279210345777,-0.12556010737261952,-0.15404214777402048,-0.2152960665210585,0.04910485704080929
2010-03-12,-0.5041919663135094,-0.5035110902441802,-0.5087531352043682,-0.5065257325974162,1.079393229249137,AAPL,1.0,-0.26666666666666666,-0.6538461538461539,-0.6666666666666666,-1.0,-1.0,0.0,0.0,0.0,1.0,-0.5101690049276469,-0.683670515459783,-0.6841466687320231,-0.6862892576293902,-0.7175099973605177,-0.5076561684215636,-0.6792822667417152,-0.6856144483866483,-0.6857281076747226,-0.7167038581643216,-0.513897985703293,-0.6824966805072593,-0.683358657069603,-0.687357906796464,-0.7165684530277018,1.0339307860921694,-0.7022815956533536,-0.7022815956533536,-0.702237718906354,-0.702237718906354,-0.7183767307302862,-0.43823681202330395,-0.5606710713150409,0.09056537399620228,0.21929929177553478,-0.09215445383978925,-0.143797534767546,-0.16903838571921315,-0.6853941364771029,-0.40028892136537636,0.8219572149247101,-0.24906392298786623,0.15130191327324582,-0.39583831508371703,-1.2809244566118236,-1.5354613946960995,-1.8768452126419646,-0.46750957862657955,-0.481471982497073,-0.5269441789379434,-0.143797534767546,-0.16903838571921315,-0.21560488177742043,0.12800396780057488,0.16678353226323986,0.21397279210345777,-0.12556010737261952,-0.15404214777402048,-0.2152960665210585,0.1169501608395877
2010-03-15,-0.5062026836219704,-0.5051205277222849,-0.5128400039253692,-0.507985870130099,1.4096849485898477,AAPL,-1.0,-0.06666666666666667,-0.6153846153846154,-0.6666666666666666,-1.0,-1.0,0.0,0.0,1.0,0.0,-0.5093580448554254,-0.5155805972131463,-0.6841466687320231,-0.6862892576293902,-0.7175099973605177,-0.5060365929679174,-0.5135813143842,-0.6856144483866483,-0.6857281076747226,-0.7167038581643216,-0.5120795286270168,-0.5149756331680172,-0.683358657069603,-0.687357906796464,-0.7165684530277018,1.079393229249137,1.0339307860921694,-0.7022815956533536,-0.702237718906354,-0.702237718906354,0.10083778946858771,-0.046764967347205484,-0.05768191707501215,0.3594874557755238,-0.7182414488219914,-0.36050819347369106,-0.143797534767546,-0.16903838571921315,0.4825519602387402,-0.3036248678427345,-0.7049884411081508,-0.4677362694487811,-0.07428495949422795,0.79698660155438,-1.2809244566118236,-1.5354613946960995,-1.8768452126419646,-0.46750957862657955,-0.481471982497073,-0.5269441789379434,-0.143797534767546,-0.16903838571921315,-0.21560488177742043,0.12800396780057488,0.16678353226323986,0.21397279210345777,-0.12556010737261952,-0.15404214777402048,-0.2152960665210585,0.5294341929393096
2010-03-16,-0.5057582680363996,-0.5054957579735339,-0.5111606495751033,-0.508866291055768,1.2102804898193946,AAPL,-0.5,0.0,-0.6153846153846154,-0.6666666666666666,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.5113927647625993,-0.514760603206691,-0.5158221942621605,-0.6862892576293902,-0.7175099973605177,-0.507656201089261,-0.5119426429200926,-0.5183030189615301,-0.6857281076747226,-0.7167038581643216,-0.5161953806213728,-0.5131527692447383,-0.5155986957690097,-0.687357906796464,-0.7165684530277018,1.4096849485898477,1.079393229249137,1.0339307860921694,-0.702237718906354,-0.702237718906354,-0.12974528676990613,-0.059900295762586674,0.23107541834907944,0.5356783757977714,0.10097307137688259,-0.43803571169016353,-0.143797534767546,-0.16903838571921315,-0.5054919890417,-0.38580413321514395,0.06572753567571585,0.0422180247663669,0.3963375647967079,0.07554607703977077,-1.2809244566118236,-1.5354613946960995,-1.8768452126419646,-0.46750957862657955,-0.481471982497073,-0.5269441789379434,-0.143797534767546,-0.16903838571921315,-0.21560488177742043,0.12800396780057488,0.16678353226323986,0.21397279210345777,-0.12556010737261952,-0.15404214777402048,-0.2152960665210585,-0.1955296408270493
2010-03-17,-0.5059986548346727,-0.5044348607304284,-0.5105959093877772,-0.5083380080032794,1.2276075042645649,AAPL,0.0,0.06666666666666667,-0.6153846153846154,-0.6666666666666666,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.5109430440409373,-0.5168179894897507,-0.5150010560187444,-0.6862892576293902,-0.7175099973605177,-0.5080338025621758,-0.513581347437074,-0.5166484209576128,-0.6857281076747226,-0.7167038581643216,-0.514504116618628,-0.5172785955905715,-0.513773232126783,-0.687357906796464,-0.7165684530277018,1.2102804898193946,1.4096849485898477,1.079393229249137,-0.702237718906354,-0.702237718906354,0.08100404107881254,-0.3965282527183772,0.36090593853139036,0.5042631100593499,-0.12961000486161126,-0.046543894018433556,-0.143797534767546,-0.16903838571921315,-0.2527896382167646,-0.36481617113905096,0.11996545955303256,-0.25424875935749747,-0.3495671290841266,-0.3918639941091066,-1.2809244566118236,-1.5354613946960995,-1.8768452126419646,-0.3806449806103807,-0.481471982497073,-0.5269441789379434,-0.143797534767546,-0.16903838571921315,-0.21560488177742043,0.19010327960970405,0.16678353226323986,0.21397279210345777,-0.2868169618545173,-0.15404214777402048,-0.2152960665210585,0.07257836867533178
2010-03-18,-0.5056126043390361,-0.5054813633929777,-0.5110863925302902,-0.5089250494141402,0.7617912113589347,AAPL,0.5,0.13333333333333333,-0.6153846153846154,-0.6666666666666666,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.5111863004160676,-0.5163632589685163,-0.5170613132220905,-0.5172683219351738,-0.7175099973605177,-0.5069662011087362,-0.513963401114831,-0.518303052335651,-0.5181938770644268,-0.7167038581643216,-0.5139353714043874,-0.5155832329803872,-0.5179049426139334,-0.5185059794764459,-0.7165684530277018,1.2276075042645649,1.2102804898193946,1.4096849485898477,1.0338661887571443,-0.702237718906354,-0.6360936800293119,-0.07614345975210828,0.046912983733554195,0.5300692491830185,0.08113932298710742,-0.05967989260169687,-0.2257679281993122,-0.16903838571921315,-0.5345276659099975,-0.3881686845647316,-0.1138879795946955,0.12153046825360546,0.47157535205499357,0.11792908078823806,-0.6139691910607198,-1.5354613946960995,-1.8768452126419646,-0.37953328005719317,-0.481471982497073,-0.5269441789379434,-0.2257679281993122,-0.16903838571921315,-0.21560488177742043,-0.5504818199199232,0.16678353226323986,0.21397279210345777,-0.14249178064046064,-0.15404214777402048,-0.2152960665210585,-0.576286955257316
2010-03-19,-0.5073609972663038,-0.5053081423598408,-0.5121118020170594,-0.5084187525109256,1.6918900088928908,AAPL,1.0,0.2,-0.6153846153846154,-0.6666666666666666,-1.0,-1.0,0.0,0.0,0.0,1.0,-0.5107956415077564,-0.5166092251713805,-0.5166059481602796,-0.5164437861409964,-0.7175099973605177,-0.5080193170168288,-0.5128832118387757,-0.5186888192611465,-0.5165370757059774,-0.7167038581643216,-0.5144293329573818,-0.515013109469581,-0.5162071621237062,-0.5166686337125762,-0.7165684530277018,0.7617912113589347,1.2276075042645649,1.2102804898193946,1.0793257915376464,-0.702237718906354,0.5692756117148687,0.9097424864506383,0.6959501942361143,0.8473989819406205,-0.6359583981210171,-0.3963250244036613,-0.5612508406701954,-0.16903838571921315,0.05308325436287638,-0.3402796692971112,-0.03429095057459316,-0.7511355387912354,-0.6302697804192073,-0.3153892022146253,-0.5805261975100368,-1.5354613946960995,-1.8768452126419646,-0.37011126029354474,-0.481471982497073,-0.5269441789379434,-0.5612508406701954,-0.16903838571921315,-0.21560488177742043,0.8583496229648785,0.16678353226323986,0.21397279210345777,-0.4595311009347005,-0.15404214777402048,-0.2152960665210585,1.695129292449118
2010-03-22,-0.505539737742335,-0.5047596401595459,-0.5129142871907258,-0.5115883983357494,1.2509857927725363,AAPL,-1.0,0.4,-0.5769230769230769,-0.6666666666666666,-1.0,-1.0,0.0,0.0,1.0,0.0,-0.5125649055806838,-0.5162142144003743,-0.5168522575895799,-0.5185125678875431,-0.7175099973605177,-0.5078450013345656,-0.5139487447740295,-0.5175981314331336,-0.5181939104829905,-0.7167038581643216,-0.5154620144476054,-0.5155082680884934,-0.5156362255182556,-0.5208272379079695,-0.7165684530277018,1.6918900088928908,0.7617912113589347,1.2276075042645649,1.4095968751016328,-0.702237718906354,0.8338261377366615,0.6569338250615823,0.5894257611778767,0.7457657045410433,0.5694108936231635,-0.07592388532168229,-0.05539151261932828,-0.16903838571921315,0.6868969382637422,-0.28588749647957434,-0.9980088179862748,1.1975388724005287,0.09779615980121592,1.2342731972790175,-0.5011986628182169,-1.5354613946960995,-1.8768452126419646,-0.37275834254374823,-0.481471982497073,-0.5269441789379434,-0.05539151261932828,-0.16903838571921315,-0.21560488177742043,0.16665708112826869,0.16678353226323986,0.21397279210345777,0.02058527682810636,-0.15404214777402048,-0.2152960665210585,-0.4280494469827287
2010-03-23,-0.5029098686413672,-0.5027533605463071,-0.5099792511135948,-0.5077951171640789,1.8758487404020545,AAPL,-0.5,0.4666666666666667,-0.5769230769230769,-0.6666666666666666,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.5107219050783478,-0.5180031877238853,-0.5164566956121982,-0.5180553187021698,-0.7175099973605177,-0.5072930329417215,-0.5137723737790085,-0.5186740204727586,-0.518580191117134,-0.7167038581643216,-0.5162701906891135,-0.516543452177975,-0.5161320903189226,-0.5191184063982415,-0.7165684530277018,1.2509857927725363,1.6918900088928908,0.7617912113589347,1.2102048746086602,-0.702237718906354,0.19413283752268268,-0.3653267223334326,0.5635983033526819,0.574984795100313,0.8339614196449564,0.9100123610392097,0.23501353972834962,-0.16903838571921315,0.24762595973391882,-0.3204734012167502,0.33820574545892496,0.7306568698254334,0.4452181271981452,1.0548531720330598,-0.24546860149073632,-1.5354613946960995,-1.8768452126419646,-0.36105981015478633,-0.481471982497073,-0.5269441789379434,0.23501353972834962,-0.16903838571921315,-0.21560488177742043,0.955349428078147,0.16678353226323986,0.21397279210345777,0.603454999962309,-0.15404214777402048,-0.2152960665210585,0.8779873053108879
2010-03-24,-0.5021740793303769,-0.5017285577228494,-0.5074454264887949,-0.5063276741984089,1.8559454409598501,AAPL,0.0,0.5333333333333333,-0.5769230769230769,-0.6666666666666666,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.5080606423585793,-0.5161396565617784,-0.5182481653068813,-0.518302647264114,-0.7175099973605177,-0.5052740748899218,-0.513213897264434,-0.518495935296625,-0.5174880508686763,-0.7167038581643216,-0.5133143399103766,-0.5173535869529531,-0.5171687507597968,-0.5185437535105054,-0.7165684530277018,1.8758487404020545,1.2509857927725363,1.6918900088928908,1.2275308065065533,-0.702237718906354,-0.7006845908526071,0.15077310367784263,0.38513883707233443,0.47042322939251574,0.19426811943097758,0.6571908012863039,0.3655849032384611,-0.16903838571921315,-0.44809317343061233,-0.3792998096632119,-0.4558711577844178,0.44799673596466966,0.27882841203279896,0.023859574132930952,-0.28200207110833686,-1.5354613946960995,-1.8768452126419646,-0.3636533417011507,-0.38281616756993625,-0.5269441789379434,0.3655849032384611,-0.16903838571921315,-0.21560488177742043,0.6870954198539734,0.894806878937819,0.21397279210345777,0.5918570423753557,0.3414333487875592,-0.2152960665210585,0.02910208998586983
